"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
5.410003792E0,7.219786377E0,-6.723268890E0,2.549647980E0,1.018962044E1
5.419924792E0,7.095993805E0,-6.752907257E0,2.495011597E0,1.010841072E1
5.429845792E0,6.905140686E0,-6.785689087E0,2.440824280E0,9.984195884E0
5.439766792E0,6.793622589E0,-6.865323486E0,2.364932098E0,9.943785913E0
5.449687792E0,6.728657684E0,-6.880891113E0,2.282303925E0,9.890925536E0
5.459608792E0,6.680158539E0,-6.883884888E0,2.234403534E0,9.849109016E0
5.469529792E0,6.647975464E0,-6.948700104E0,2.212698669E0,9.867930193E0
5.479450792E0,6.774462433E0,-6.886878662E0,2.320474548E0,9.935141725E0
5.489371792E0,6.784192200E0,-6.824009399E0,2.408940582E0,9.919443675E0
5.499292792E0,6.788084106E0,-6.795568542E0,2.420316925E0,9.905340563E0
5.509213792E0,6.855893097E0,-6.606511688E0,2.433489532E0,9.827061522E0
5.519134792E0,6.641389160E0,-6.507717133E0,2.356848907E0,9.592349505E0
5.529055792E0,6.691983948E0,-6.375242615E0,2.259251862E0,9.514756252E0
5.538976792E0,6.851851501E0,-6.226152649E0,2.173031158E0,9.509727137E0
5.548897792E0,6.747967529E0,-6.276597748E0,1.993554382E0,9.428945017E0
5.558818792E0,6.642886047E0,-6.388415222E0,1.769320679E0,9.384576695E0
5.568739792E0,6.947203217E0,-6.209686890E0,1.680106201E0,9.468188879E0
5.578660792E0,7.149282990E0,-6.050867157E0,1.599873047E0,9.501833212E0
5.588581792E0,7.063211975E0,-6.096522217E0,1.484313354E0,9.447736908E0
5.598502792E0,6.803651733E0,-6.295608215E0,1.523831177E0,9.393956630E0
5.608423792E0,6.966213684E0,-6.288722534E0,1.746118927E0,9.545946549E0
5.618345792E0,7.207362213E0,-6.081104279E0,1.941013641E0,9.627742896E0
5.628266792E0,6.859635315E0,-6.225404205E0,1.886377258E0,9.453500586E0
5.638187792E0,6.745722198E0,-6.324049072E0,1.630559235E0,9.389200608E0
5.648108792E0,6.864125977E0,-6.212680664E0,1.380130005E0,9.360469288E0
5.658029792E0,6.962321777E0,-6.169121246E0,1.333277435E0,9.397319309E0
5.667950792E0,6.988966370E0,-6.159241791E0,1.437311096E0,9.425909693E0
5.677871792E0,6.995852051E0,-6.121669922E0,1.548380127E0,9.424132298E0
5.687792792E0,6.894961853E0,-6.117179260E0,1.673070831E0,9.368006568E0
5.697713792E0,6.735243988E0,-6.126759338E0,1.895508270E0,9.300195867E0
5.707634792E0,6.597380676E0,-6.165977783E0,2.029928741E0,9.255556413E0
5.717555792E0,6.386768646E0,-6.234235840E0,1.902244263E0,9.125516067E0
5.727476792E0,6.145769806E0,-6.335874481E0,1.816023560E0,9.011755296E0
5.737397792E0,5.978118439E0,-6.328689423E0,1.926493835E0,8.916366321E0
5.747318792E0,5.851930847E0,-6.258934479E0,2.028731232E0,8.805402084E0
5.757239667E0,5.598956909E0,-6.450985107E0,2.185305634E0,8.816977262E0
5.767160667E0,5.090164948E0,-6.983727264E0,2.585872650E0,9.020474658E0
5.777081667E0,4.587510223E0,-7.466623077E0,3.092269592E0,9.292891986E0
5.787002667E0,4.189038849E0,-7.688611450E0,3.612737274E0,9.471782468E0
5.796923667E0,3.970643005E0,-7.673043823E0,3.951632538E0,9.500368788E0
5.806844667E0,4.002526703E0,-7.519014130E0,4.135150909E0,9.468646500E0
5.816765667E0,4.245621185E0,-7.317084045E0,4.124223633E0,9.411388779E0
5.826687667E0,4.595443726E0,-7.121590576E0,4.063599701E0,9.399361569E0
5.836608667E0,4.903652802E0,-6.917265472E0,4.127965851E0,9.430507647E0
5.846529667E0,5.167554016E0,-6.772815857E0,4.161945190E0,9.481373155E0
5.856450667E0,5.393434296E0,-6.665339355E0,4.117936707E0,9.511744579E0
5.866371667E0,5.509143677E0,-6.582561493E0,4.009562073E0,9.474036514E0
5.876292667E0,5.555696869E0,-6.506519623E0,3.915707245E0,9.409215086E0
5.886213667E0,5.559439087E0,-6.479875031E0,3.933220825E0,9.400338793E0
5.896134667E0,5.555098114E0,-6.532715149E0,4.037254486E0,9.478127772E0
5.906055667E0,5.588478699E0,-6.593788147E0,4.222868500E0,9.619862507E0
5.915976667E0,5.712870026E0,-6.625073090E0,4.456831970E0,9.817934028E0
5.925897667E0,5.856720886E0,-6.589746552E0,4.589755554E0,9.939406179E0
5.935818667E0,6.227200470E0,-6.582561493E0,4.534969482E0,1.013282240E1
5.945739667E0,6.577621765E0,-6.506669312E0,4.397854614E0,1.024416804E1
5.955660667E0,6.894812164E0,-6.382577362E0,4.288731537E0,1.032806597E1
5.965581667E0,7.363637238E0,-6.459517365E0,4.127367096E0,1.062937802E1
5.975502667E0,7.844138031E0,-6.880591736E0,3.721710663E0,1.107809435E1
5.985423667E0,8.247848511E0,-7.635172577E0,3.255430298E0,1.170131154E1
5.995344667E0,8.529862061E0,-8.478518829E0,2.874921570E0,1.236563797E1
6.005265667E0,8.627159729E0,-9.173972626E0,2.835104370E0,1.290842653E1
6.015186667E0,8.463999023E0,-9.634265442E0,3.294049988E0,1.324043486E1
6.025107667E0,7.956853638E0,-9.595196686E0,3.921694794E0,1.306747907E1
6.035029667E0,6.952292633E0,-8.971144409E0,3.982767792E0,1.202822697E1
6.044950667E0,5.795797577E0,-8.078700256E0,2.920127563E0,1.036261610E1
6.054871667E0,5.035378876E0,-7.090305634E0,1.103355560E0,8.766120458E0
6.064792667E0,4.701573029E0,-6.250701599E0,-4.860392761E-1,7.836599620E0
6.074713667E0,4.595443726E0,-5.611979828E0,-1.202599182E0,7.352459821E0
6.084634667E0,4.534670105E0,-5.230273590E0,-1.086889801E0,7.007162352E0
6.094555667E0,4.465064850E0,-5.398823090E0,-4.917274475E-1,7.023239334E0
6.104476667E0,4.706063690E0,-6.044280853E0,5.134323120E-2,7.660483184E0
6.114397667E0,5.172793121E0,-7.041806488E0,3.951782227E-1,8.746484615E0
6.124318667E0,5.613626404E0,-8.104596405E0,3.233276367E-1,9.864168746E0
6.134239667E0,5.868246918E0,-8.952133942E0,-1.429527283E-1,1.070502029E1
6.144160667E0,5.975873108E0,-9.439071350E0,-5.306465149E-1,1.118430655E1
6.154081667E0,6.089337158E0,-9.535919952E0,-6.092330933E-1,1.133070877E1
6.164002667E0,6.620881805E0,-9.152417450E0,-2.640509033E-1,1.129922758E1
6.173923667E0,7.038064270E0,-8.693322144E0,1.760339355E-1,1.118656277E1
6.183844667E0,6.903344421E0,-8.479117584E0,3.567082214E-1,1.093978245E1
6.193765667E0,6.355633392E0,-8.535849609E0,3.382965088E-1,1.064749965E1
6.203686667E0,5.686075745E0,-8.690777435E0,1.637594604E-1,1.038690940E1
6.213607667E0,5.166356506E0,-8.721763000E0,-6.227050781E-2,1.013727118E1
6.223528667E0,4.754562836E0,-8.669371948E0,-2.926414490E-1,9.891891465E0
6.233449667E0,4.233047333E0,-8.612190857E0,-4.839436340E-1,9.608471393E0
6.243370667E0,3.822002106E0,-8.563691711E0,-5.936654663E-1,9.396645918E0
6.253291667E0,3.575315094E0,-8.511001282E0,-6.818321228E-1,9.256614710E0
6.263213667E0,3.445534973E0,-8.446635132E0,-8.143066406E-1,9.158627168E0
6.273134667E0,3.445085907E0,-8.471483459E0,-8.352630615E-1,9.183262671E0
6.283055667E0,3.516337738E0,-8.608598328E0,-7.414082336E-1,9.328573440E0
6.292976667E0,3.658242645E0,-8.834179230E0,-5.248086548E-1,9.576057959E0
6.302897667E0,3.825894012E0,-9.070388031E0,-2.418969727E-1,9.847228959E0
6.312818667E0,4.009262695E0,-9.182804260E0,9.011260986E-2,1.002028950E1
6.322739667E0,4.145479431E0,-9.217532043E0,4.709207153E-1,1.011778943E1
6.332660667E0,4.128414917E0,-9.177565155E0,8.414002991E-1,1.009848832E1
6.342581667E0,4.189787292E0,-9.200766907E0,1.127455444E0,1.017249158E1
6.352502667E0,4.267475739E0,-9.223369904E0,1.233435059E0,1.023734651E1
6.362423667E0,4.427792358E0,-9.217382355E0,1.103056183E0,1.028504816E1
6.372344667E0,4.618944855E0,-9.179960175E0,9.231303406E-1,1.031787236E1
6.382265667E0,4.744683380E0,-9.114845581E0,7.518864441E-1,1.030328897E1
6.392186667E0,4.781207428E0,-9.005722504E0,7.035369873E-1,1.022046704E1
6.402107667E0,4.797673187E0,-8.817713470E0,7.637118530E-1,1.006742244E1
6.412028667E0,4.828059998E0,-8.640332336E0,8.622070313E-1,9.935235638E0
6.421949667E0,4.853656769E0,-8.439749451E0,9.020242310E-1,9.777576516E0
6.431870667E0,4.780458984E0,-8.240813141E0,7.774832153E-1,9.558675090E0
6.441791667E0,4.710554352E0,-8.110883331E0,4.632865906E-1,9.390973601E0
6.451712667E0,4.772974548E0,-8.043673096E0,3.143463135E-2,9.353232118E0
6.461633667E0,4.842879181E0,-8.122708740E0,-3.600013733E-1,9.463692568E0
6.471554667E0,4.926106110E0,-8.315657501E0,-6.152206421E-1,9.684791042E0
6.481476667E0,4.960684204E0,-8.594377899E0,-7.589218140E-1,9.952270171E0
6.491397667E0,4.825365601E0,-8.773555298E0,-8.416996765E-1,1.004827767E1
6.501318667E0,4.635260925E0,-8.843759308E0,-8.319699097E-1,1.001947586E1
6.511239667E0,4.574936371E0,-8.898695068E0,-8.137078857E-1,1.003887131E1
6.521160667E0,4.698579254E0,-8.962761841E0,-8.406518555E-1,1.015452817E1
6.531081667E0,4.967120819E0,-8.992400208E0,-7.978408813E-1,1.030398470E1
6.541002667E0,5.190157013E0,-8.945996704E0,-7.450007629E-1,1.036935933E1
6.550923667E0,5.324427795E0,-8.803642731E0,-7.617658997E-1,1.031668280E1
6.560844667E0,5.388344879E0,-8.636141052E0,-6.569837952E-1,1.020043237E1
6.570765667E0,5.413043518E0,-8.305179291E0,-6.480024719E-1,9.934633883E0
6.580686667E0,5.451812897E0,-8.039032745E0,-6.150709534E-1,9.732760329E0
6.590607667E0,5.525459747E0,-7.859705658E0,-5.144801331E-1,9.621349607E0
6.600528667E0,5.400319977E0,-7.841743011E0,-3.106040955E-1,9.526429773E0
6.610449667E0,5.232967987E0,-8.031099243E0,-1.035845947E-1,9.586096118E0
6.620370667E0,5.051245880E0,-8.308023376E0,5.792953491E-2,9.723255278E0
6.630291667E0,4.965623932E0,-8.614136810E0,1.050814819E-1,9.943430803E0
6.640212667E0,5.062472534E0,-8.830586700E0,3.742218018E-3,1.017879677E1
6.650133667E0,4.878954163E0,-8.881480865E0,-2.574645996E-2,1.013338833E1
6.660054667E0,4.727469177E0,-8.984167328E0,-1.841171265E-2,1.015207202E1
6.669975667E0,4.514462128E0,-8.970096588E0,4.101470947E-2,1.004214535E1
6.679896667E0,4.272415466E0,-8.911568298E0,9.610015869E-2,9.883259518E0
6.689817667E0,4.032165070E0,-8.696166229E0,1.437011719E-1,9.586569369E0
6.699738667E0,3.898792419E0,-8.380921783E0,1.697470093E-1,9.244957886E0
6.709659667E0,4.123026123E0,-8.015082550E0,1.911524963E-1,9.015399712E0
6.719581667E0,4.382736053E0,-7.690108337E0,2.377056885E-1,8.854526839E0
6.729502667E0,4.471501465E0,-7.560926971E0,4.309538269E-1,8.794752027E0
6.739423667E0,4.485123138E0,-7.674540710E0,5.310955811E-1,8.904884457E0
6.749344667E0,4.405788116E0,-7.899522858E0,4.269122314E-1,9.055146844E0
6.759265542E0,4.326004028E0,-8.198002167E0,1.305285645E-1,9.270306796E0
6.769186542E0,4.375850372E0,-8.508456573E0,-2.070195007E-1,9.569992519E0
6.779107542E0,4.577181702E0,-8.738977203E0,-4.261637878E-1,9.874306581E0
6.789028542E0,4.872667236E0,-8.881331177E0,-4.396357727E-1,1.013973417E1
6.798949542E0,5.180277557E0,-8.928782501E0,-2.466870117E-1,1.032566158E1
6.808870542E0,5.476062469E0,-8.965905304E0,6.361770630E-2,1.050612989E1
6.818791542E0,5.669909363E0,-9.011410675E0,4.342469788E-1,1.065560721E1
6.828712542E0,5.762416992E0,-9.002579041E0,7.978408813E-1,1.071860201E1
6.838633542E0,5.762866058E0,-8.984616394E0,1.135239258E0,1.073418488E1
6.848554542E0,5.574108582E0,-8.973988495E0,1.363963623E0,1.065192718E1
6.858475542E0,5.252577209E0,-9.051676941E0,1.430874481E0,1.056266181E1
6.868396542E0,4.854405212E0,-9.216484222E0,1.285077667E0,1.049572561E1
