"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
8.556012916E-1,5.669160919E0,-1.037941589E0,8.321495361E0,1.012244997E1
8.655222916E-1,6.827751617E0,-1.212328949E0,7.028484192E0,9.873577045E0
8.754432916E-1,5.655539246E0,-1.057251434E0,6.153553619E0,8.424317593E0
8.853642916E-1,4.030069427E0,-2.647993469E-1,5.310207367E0,6.671572571E0
8.952852916E-1,2.042203217E0,6.251000977E-1,4.178560638E0,4.692729815E0
9.052062916E-1,5.231620789E-1,8.864566040E-1,3.121009827E0,3.286366719E0
9.151272916E-1,4.351451111E-1,2.600093079E-1,2.801424408E0,2.846916722E0
9.250482916E-1,1.530267792E0,-7.226971436E-1,3.289709015E0,3.699485921E0
9.349692917E-1,2.875220947E0,-1.602717133E0,4.635410614E0,5.685299400E0
9.448902917E-1,3.392096100E0,-1.770218811E0,6.198011169E0,7.283909187E0
9.548112917E-1,3.097209320E0,-1.112486572E0,7.363487549E0,8.065437423E0
9.647322916E-1,2.430495758E0,1.947450256E-1,1.003303619E1,1.032506903E1
9.746532916E-1,3.476071472E0,1.040935364E0,1.029109955E1,1.091207355E1
9.845742916E-1,5.207520905E0,1.362167358E-1,7.284900970E0,8.955814375E0
9.944952916E-1,4.808450775E0,-2.619552612E-2,5.874833221E0,7.591808114E0
1.004416292E0,3.355721741E0,3.908372498E-1,4.906197510E0,5.956878055E0
1.014337292E0,2.472857666E0,1.633103943E-1,4.408781891E0,5.057573834E0
1.024258292E0,1.857337646E0,4.589456177E-1,4.313430176E0,4.718687751E0
1.034179292E0,2.715503082E0,1.083896027E0,3.841311951E0,4.827469843E0
1.044100292E0,4.381688232E0,1.639091492E0,3.009192352E0,5.562468094E0
1.054021292E0,5.760471039E0,2.290536804E0,2.301464081E0,6.612588174E0
1.063942292E0,6.851701813E0,2.796035614E0,1.945055237E0,7.651592825E0
1.073863292E0,7.790399780E0,2.842139740E0,2.096989288E0,8.553680559E0
1.083784292E0,8.256979523E0,2.632725220E0,2.517464905E0,9.024776034E0
1.093705292E0,7.930658112E0,2.100881195E0,3.005899200E0,8.737532254E0
1.103626292E0,7.737859039E0,1.218166809E0,3.206332397E0,8.463980171E0
