max_x,min_x,range_x,mean_x,median_x,var_x,std_x,skew_x,rms_x,mad_x,max_y,min_y,range_y,mean_y,median_y,var_y,std_y,skew_y,rms_y,mad_y,max_z,min_z,range_z,mean_z,median_z,var_z,std_z,skew_z,rms_z,mad_z,label
-0.4935199421789508,-1.2843772492042411,0.8306490778514969,-2.2063939840938773,-2.500480828457456,1.6229879370772167,1.8491571177858845,0.3139402617189563,2.289967363949716,2.3829785913857626,-0.468876671195037,0.13740344196405394,-0.5189853485798587,-0.22428118756544302,-0.1645962318292827,-0.3971582930406585,-0.28668081850546273,-0.2227771528469854,-1.3243662317767027,-0.18335863398581337,0.025537150112333144,0.30403849358881435,-0.1930048227077484,0.08778364804337684,0.06724548477611608,-0.30617671553559117,-0.20872970693228426,0.8035223962309884,-0.5983470124721108,-0.20944353249870634,1
-0.5397552136528466,-1.8013439714305433,1.249686795726866,-2.1703147768518307,-2.0759249653646066,1.3963472618469361,1.6855057768136936,-0.29897776366222817,2.18134698046462,1.8560888295505042,-0.5091389332417328,0.04010148685425294,-0.4489094716718973,-0.28832865554957476,-0.25942234723865626,-0.43116695257995047,-0.3659191328977383,-0.4297430529724485,-1.2855786986270983,-0.3236446737147093,-0.05762570727505241,0.4432414397947342,-0.365376652673692,0.017008046344528526,-0.0611595138392621,-0.43215300377247573,-0.4661539035089698,0.9383425083316062,-0.7841115726950341,-0.42579375258373375,1
-0.3329471567659274,-2.062904384244389,1.5896295320972265,-2.2936701035221,-2.2145138565293365,1.6160657206871056,1.8442859641259703,-0.6428491855367312,2.3711229738496296,1.7068646437398027,-0.48209716937304,-0.24103939728354878,-0.13188707848678038,-0.22231028011075502,-0.22593496874078056,-0.4405803082937105,-0.3892337947947314,-1.2469679733667802,-1.3956113166868465,-0.4392291090327605,-0.4868923092819289,0.4342725558953655,-0.7391819868889438,-0.10098309444531277,-0.14170592276590238,-0.5093821694328435,-0.6563026032437099,0.1945658932653715,-0.9702615752613939,-0.5375650891739259,1
-0.1393751859560811,-1.9935417155785615,1.637533020256682,-2.2128019242445025,-2.225767481435685,1.464098996441017,1.7353608949281993,-0.2838374301918993,2.2445486856123775,1.6743064463976531,-0.49649921064629915,-0.4122423439984425,0.03650328001054012,-0.30894773701387834,-0.21710803987044053,-0.26277040589845724,-0.025098308930194605,-1.305895281389263,-1.0372855422833045,-0.07658756587888217,0.8393445952516078,0.15743496347610728,0.6316869624717849,0.041630628105837286,-0.10176068675922566,-0.1682362385283133,0.02854403366239277,2.1392452341874435,-0.5100756707682382,-0.19863677007750297,1
-0.29767859097777405,-1.7677407427256622,1.3553085232643927,-2.19890224910643,-2.2016545847773994,1.1606611613087436,1.5051130319510095,-0.505300344755275,2.130366441034461,1.3933547103184436,-0.3587574571450963,-0.0298015181891901,-0.2553108563210067,-0.2513601455447288,-0.2259451514364394,-0.3755709818221323,-0.2398011726028104,-0.35422055113677675,-1.2574769031018191,-0.2349427210387576,0.12482592194745468,0.5086171145107987,-0.2501579878561058,0.07437587625320341,0.022349158679904953,-0.3800152112817179,-0.35341614168014573,1.1036281089948188,-0.6806566974785803,-0.3556023978879959,1
-0.5150277055528637,-1.8013500926832218,1.2634338016700954,-2.11201230944765,-2.0606811882225795,0.8925187654348711,1.2844460739263797,-0.5809485571911845,1.9511577369706596,1.2052226807985498,-0.4265910522677906,-0.25982325378903887,-0.06780326810233607,-0.4159882108836385,-0.37073420613450725,-0.22746864548072482,0.03439191411223795,-0.6396645002461121,-0.8511728464503415,0.0023486278797298327,-0.11427312700176281,0.3988164696388085,-0.38403888364491273,0.06923116636521476,0.05047033693072019,-0.4644747036820774,-0.5417694921639937,0.8247168318140387,-0.7744194617878223,-0.5214817496200846,1
-0.1087778668904681,-2.0022526662238347,1.6620306231494564,-2.3228473960960585,-2.156360400925346,1.6446321814068612,1.8643392640175422,-0.36927327927611997,2.4081846721265827,1.8566117289149928,-0.37048294109988456,-0.03976606464764207,-0.2542082571509537,-0.3224038849109435,-0.32436310737779334,-0.3965124919512114,-0.28524321097468747,-0.371950502950211,-1.1856154478778365,-0.2615787416585218,-0.00709326292823365,0.4214612078091423,-0.30517791970983643,0.05537875338175976,-0.01308292239978939,-0.4147116683706675,-0.4272860743056926,0.822808120610949,-0.7328025094737592,-0.4209958636532949,1
-0.19292231049483222,-2.0845789238125705,1.6860920304797513,-2.117973816632415,-1.9620438637193018,1.7863804110291248,1.962005573856673,-0.5228781428916129,2.26024231318573,2.0188518269078934,-0.4884519998607079,-0.08389300310801878,-0.3020907259819614,-0.27513359291070094,-0.26772626077563083,-0.40275506478593026,-0.29923705735576417,-0.44714672784447224,-1.263791461272366,-0.2677977256746041,-0.3974484828868582,0.3663825979988094,-0.6118221191106434,-0.10950288975106742,-0.09072067388404838,-0.5127225848211273,-0.6653524653724858,0.12671703940882353,-0.9807085310540418,-0.6332805660429386,1
-0.7107627079259143,-1.5725068572490184,0.9577902545551145,-2.2014644082350947,-2.2137185045097745,0.7097691631772733,1.122428145054774,-0.26784410300845407,1.9776308632946722,1.1889044024257114,-0.5276226574660445,-0.14662622679560344,-0.2674668455143769,-0.3643440628608185,-0.34869285730986704,-0.3844974081441897,-0.25890021293443355,-0.8468318487597868,-1.1054055640206484,-0.2901420889203054,-0.08924664570021613,0.38976603090191636,-0.3554564499417883,0.0065921661501523576,-0.015412158170650113,-0.4755037349282051,-0.5687772639769259,0.5749881377470165,-0.8433218560218074,-0.5630353748358005,1
-0.17088032350805663,-1.818681501455002,1.469597202107837,-2.1995225773733424,-2.2241934118414934,1.1554682952920026,1.5010064202377698,-0.2573682486053679,2.1292288997905437,1.5048529689290415,-0.440353610437484,-0.22835881596771493,-0.11186103773245959,-0.36844879868746455,-0.31487375948745816,-0.2846561444708706,-0.06355471357350258,-0.828794410806275,-0.9812791556957271,-0.09343874947712114,-0.023459641260028797,0.5613818334718941,-0.4189025594704344,0.12049490119935061,0.07935832841891262,-0.4139342652113487,-0.4255823233202395,0.8401873999808344,-0.6727995259384176,-0.40457205870677465,1
