max_x,min_x,range_x,mean_x,median_x,var_x,std_x,skew_x,rms_x,mad_x,max_y,min_y,range_y,mean_y,median_y,var_y,std_y,skew_y,rms_y,mad_y,max_z,min_z,range_z,mean_z,median_z,var_z,std_z,skew_z,rms_z,mad_z,label
-6.313017,-11.935715,5.622698,-8.326271,-8.194836,1.2627373,1.1237159,-0.6995078645395981,8.401758,0.88836634,-3.5225947,-7.4438705,3.9212759,-5.2470236,-5.08158,0.9368308,0.9679002,-0.2731543757260142,5.3355494,0.8427749,5.902705,-0.50293916,6.4056444,1.6733698,1.5123575,0.9924698,0.9962278,1.501774299294472,1.9474691,0.6901288,0
-5.5138288,-11.361598,5.8477693,-8.35294,-8.306339,1.5773907,1.2559421,-0.2151634789358096,8.446833,0.99322975,-3.7889807,-7.9380527,4.1490717,-5.3397646,-5.2658844,0.9135276,0.9557864,-0.5747800496529087,5.42463,0.7677361,3.5268908,-1.4751973,5.002088,1.1428148,1.0900109,0.5465961,0.7393214,0.13630038921232837,1.3611104,0.5594303,0
-5.644148,-10.923849,5.279701,-8.03222,-8.016422,1.6149052,1.2707893,-0.29462511459881924,8.132125,1.0509993,-4.052897,-8.2956295,4.2427325,-5.448397,-5.1520166,0.87322384,0.93446445,-0.8839853586994215,5.527952,0.76643217,2.8357031,-0.5658234,3.4015265,1.4943116,1.585952,0.44932374,0.67031616,-0.4605603672634067,1.63777,0.55633277,0
-5.7303386,-11.381493,5.651154,-8.163876,-8.146929,1.650477,1.284709,-0.342307271795353,8.264342,1.0774194,-4.1849074,-7.6877584,3.502851,-5.653581,-5.543415,0.6488694,0.8055243,-0.37319165052834785,5.710678,0.68150234,3.0697265,-0.24673192,3.3164585,1.564175,1.5379617,0.460492,0.6785956,-0.018100477347641072,1.7050323,0.55639064,0
-5.370367,-10.782453,5.4120855,-7.8875012,-7.6792035,1.7314979,1.315864,-0.3297407126967787,7.99651,1.1037103,-3.8979092,-7.9499083,4.051999,-5.8337507,-5.659626,0.7372731,0.8586461,-0.33869454766817486,5.8966026,0.7258634,3.175272,-0.94610757,4.1213794,1.6997546,1.7324374,0.48017538,0.69294685,-0.7556549930598855,1.8355765,0.5238389,0
-5.2438054,-10.280935,5.03713,-7.752663,-7.7273884,1.373553,1.1719868,-0.20907615998446671,7.8407483,0.9572647,-4.2919197,-9.087033,4.7951136,-5.8747354,-5.6777983,1.1113296,1.0541961,-0.7282191149842248,5.968571,0.8648586,3.2703543,-0.01713936,3.2874937,1.8871336,1.8957627,0.43397728,0.6587695,-0.4132390948272098,1.9988121,0.5340657,0
-5.577851,-10.194715,4.6168637,-7.7328916,-7.7592344,1.0647523,1.0318683,-0.02666347326751722,7.801433,0.84414065,-4.1753874,-8.276783,4.1013956,-5.960633,-5.821207,0.85392624,0.9240813,-0.48547845350037583,6.0318375,0.7645513,3.4862204,-1.0579998,4.54422,1.431424,1.5583494,0.9559254,0.97771436,-0.3923810939186456,1.7334648,0.7880951,0
-5.9704247,-11.008333,5.0379086,-8.04749,-7.8637547,1.228983,1.1085951,-0.6978340393245271,8.12349,0.88061595,-3.8358932,-7.819245,3.9833517,-5.7718945,-5.6550007,0.67053187,0.8188601,-0.22314268688795275,5.829692,0.66485363,2.8185487,-1.0593022,3.877851,1.2829884,1.2662244,0.4127113,0.6424261,-0.5273455789863873,1.4348415,0.4802747,0
-5.779916,-10.484886,4.7049704,-7.935824,-7.803423,1.4057678,1.1856508,-0.18868459375719726,8.023907,1.0054792,-3.888838,-8.051921,4.163083,-5.5859814,-5.4731736,0.97197616,0.98588854,-0.5208351492359896,5.672316,0.8076229,3.376708,-0.32186067,3.6985688,1.5568007,1.5005322,0.41409734,0.64350396,-0.060644875311883784,1.6845552,0.5094899,0
-5.6428905,-10.738579,5.0956883,-7.8667765,-7.7197165,1.7757303,1.3325653,-0.3394678310668587,7.978841,1.1319624,-3.6789446,-8.18001,4.5010653,-5.8071046,-5.902496,0.9757963,0.987824,-0.13678988174194204,5.890523,0.8298279,5.4342995,-0.46638516,5.900685,1.7523942,1.7438886,0.78285706,0.8847921,0.770854733463523,1.9630951,0.6672678,0
-5.8469462,-10.660891,4.8139443,-7.848249,-7.73735,1.2842435,1.1332446,-0.5035958770635833,7.9296436,0.9074376,-3.7439842,-8.679207,4.9352226,-5.8440137,-5.6302795,0.9599165,0.97975326,-0.7675897414778423,5.925573,0.783354,2.5383615,-1.1152858,3.6536474,1.1488693,1.267549,0.46309927,0.680514,-0.9453982188873091,1.3352902,0.5183054,0
-5.878231,-10.869183,4.9909515,-7.874009,-7.681801,1.4995084,1.2245442,-0.7384570720467509,7.968659,0.9359511,-3.9106178,-8.746911,4.836293,-5.9598846,-5.768771,1.1074569,1.0523578,-0.4930170276092052,6.0520806,0.85001564,3.3460069,-0.15867004,3.5046768,1.492279,1.4778394,0.5285676,0.7270266,0.07621963489783189,1.6599591,0.5699909,0
-5.4732933,-10.554552,5.081259,-7.8627024,-7.7838955,1.762202,1.3274796,-0.20013090735079414,7.973975,1.1326934,-4.335943,-7.985549,3.6496058,-5.981209,-6.024829,0.74578977,0.8635912,-0.08806832166999283,6.0432315,0.7291318,4.624274,-0.16247214,4.786746,1.6490277,1.4821055,0.80530924,0.89739025,0.6884952780366806,1.8773922,0.7260338,0
-5.488666,-10.673539,5.184873,-7.755511,-7.73863,1.5729245,1.2541629,-0.2941188361156284,7.856263,1.0475729,-3.1967223,-8.7628975,5.5661755,-5.8998194,-5.7093153,1.5872849,1.2598749,-0.24645908094689906,6.0328393,1.0375477,2.864174,-0.3020868,3.1662607,1.3752851,1.3679678,0.44977877,0.6706555,-0.06681935379743983,1.5300941,0.54690295,0
6.739211,-46.17062,52.909832,-7.979674,-8.063926,91.86219,9.584476,-1.2575864854674603,12.471462,6.8499627,2.7538085,-2.086496,4.8403044,-0.2458224,-0.24366331,0.64559007,0.80348617,0.4695188273513484,0.84024924,0.5846493,38.270752,-10.686532,48.957283,1.4825304,-0.24359593,53.25906,7.2978806,2.2084514989423925,7.446943,4.9520802,1
8.243283,-49.984386,58.22767,-9.5756445,-8.116661,141.61598,11.900251,-1.4405294858862296,15.274454,8.403527,5.6774983,-1.9610419,7.6385403,0.625587,0.4483327,1.1797439,1.0861602,1.585409712726441,1.2534364,0.73404324,28.85506,-11.397973,40.253033,1.6988423,0.044966485,36.899094,6.0744624,1.6771676738837846,6.3075476,4.2233515,1
8.19408,-50.18455,58.37863,-8.02408,-6.2267666,144.14691,12.00612,-1.5890518182851658,14.440664,8.569504,6.9921546,-13.373011,20.365166,0.32614657,0.38117486,4.291019,2.0714774,-1.567104392567953,2.0969958,1.208258,21.88003,-16.875563,38.755592,1.8713156,0.54104984,35.739975,5.978292,0.9596392901525005,6.2643275,4.326837,1
6.732819,-47.722187,54.455006,-8.3322,-6.077931,126.85007,11.2627735,-1.3454906516115157,14.00984,8.57507,9.576217,-7.040115,16.616331,0.77137834,0.5004468,2.9093468,1.7056807,1.6682767380548338,1.8719966,1.1048787,44.901394,-10.634425,55.53582,2.311859,0.30198205,58.328728,7.637325,2.793622887972383,7.979562,4.747765,1
7.0566406,-47.308235,54.364876,-8.444307,-5.7495813,129.18465,11.365942,-1.2851462990040294,14.159484,8.570545,3.5722165,-3.038187,6.6104035,0.22152108,0.2025438,0.93272036,0.9657745,0.33523754275589784,0.99085414,0.6621188,32.722088,-12.480177,45.202263,1.6045425,0.2654056,37.233288,6.1019087,1.8640846412249321,6.309346,4.0798445,1
30.643751,-43.707817,74.35157,-2.8685718,-0.8940908,143.74937,11.9895525,-0.5402027893246113,12.327939,8.638727,2.8121722,-4.5589495,7.3711214,0.10914472,0.25061634,0.88992697,0.94335943,-1.057636869614099,0.9496524,0.66995996,52.191547,-44.588093,96.77964,0.83701134,-0.12748988,102.22918,10.110845,0.8516540277368208,10.145431,5.39,1
9.499636,-49.142597,58.642235,-7.950332,-5.204078,118.10833,10.867765,-1.2929851011282685,13.465367,8.389336,3.9082527,-9.745858,13.654111,-0.24255715,-0.057660095,2.9916642,1.7296427,-2.0058700769839355,1.7465675,1.0905871,49.22168,-7.116696,56.338375,3.7704535,1.2931011,69.4952,8.336378,2.710415690379226,9.149401,5.4009414,1
6.0446997,-47.128162,53.172863,-8.153589,-5.330857,142.46194,11.935742,-1.3640878049626872,14.454859,9.002007,5.165743,-6.6040416,11.769785,0.17043127,0.3179463,1.6354764,1.2788575,-1.0455753897609,1.290164,0.8433599,20.089857,-17.857534,37.94739,1.3180588,0.8847127,27.606888,5.2542257,0.11897104674645836,5.4170256,3.6695864,1
7.0669093,-44.962196,52.029106,-8.55718,-6.5031967,124.09366,11.139733,-1.452165777537541,14.047029,8.110741,3.6102972,-2.8727062,6.4830036,0.5041961,0.36588413,0.8005531,0.89473635,0.4602127756118285,1.0270184,0.6762384,23.901487,-12.424478,36.325966,1.749202,1.4004278,30.754917,5.5457115,0.7357423543265661,5.8150344,3.7305484,1
4.3752666,-44.98827,49.363537,-9.080418,-6.713105,134.04451,11.57776,-1.2464929984760387,14.713888,8.864487,8.235319,-1.445529,9.680848,1.1142501,0.69979477,2.7792852,1.6671188,1.7922732530622736,2.0052028,1.1652286,20.503283,-14.239783,34.743065,1.2768453,1.1134894,29.499857,5.431377,0.38696557004478405,5.5794435,3.751818,1
5.3792887,-44.027016,49.406303,-8.515098,-6.867464,112.50711,10.606936,-1.458383942817552,13.601986,7.7510614,7.8010726,-2.7418933,10.542966,0.8974325,0.5763465,2.4866672,1.5769169,1.461730566732755,1.8144014,1.1060457,25.367088,-16.026558,41.393646,1.6267498,0.70424056,33.75751,5.8101215,1.1215868840529335,6.0335584,3.9341295,1
6.011544,-46.226406,52.23795,-8.503215,-7.1279974,116.05478,10.772872,-1.2786451445569258,13.72441,8.008512,6.4455214,-6.846762,13.292284,0.46715808,0.28893667,1.5467538,1.2436856,0.24683154119745337,1.3285295,0.80803245,21.673819,-16.453096,38.126915,1.8415794,1.0854678,32.204823,5.674929,0.47097285990298554,5.966258,4.0471272,1
6.3415775,-47.492996,53.83457,-8.299344,-7.4044647,114.20797,10.686813,-1.3739368107522025,13.530968,7.8642225,5.881659,-4.183605,10.065264,0.58344996,0.3761977,1.4834374,1.2179644,0.9083797832109689,1.3505003,0.8313287,24.521078,-20.325184,44.84626,2.090526,1.2573553,42.224415,6.4980316,0.5657371940130987,6.8260317,4.2810225,1
6.525171,-46.618725,53.143894,-8.719326,-7.6298733,119.77539,10.944195,-1.3334480891874108,13.992928,8.01433,5.271438,-6.5460825,11.81752,-0.0023355638,0.081520475,1.5874746,1.2599503,-0.6307630348846489,1.2599524,0.8262041,22.212713,-9.920291,32.133003,1.8565212,0.11794722,35.371746,5.947415,1.0583966245342245,6.2304425,4.5059543,1
6.617469,-50.724613,57.342083,-8.877624,-6.8177824,137.95609,11.745471,-1.4710812068072439,14.723053,8.452742,4.3439817,-13.684663,18.028645,-0.05933168,0.16429834,3.218778,1.7940953,-3.906758770095407,1.7950761,0.953547,18.134563,-12.184572,30.319136,1.6752234,0.9884919,26.33065,5.13134,0.4394686236430172,5.3978724,3.7941265,1
5.099161,-47.43311,52.532272,-8.432484,-7.27095,107.114296,10.349604,-1.4649070521897676,13.349948,7.4793158,4.6205916,-15.257981,19.878572,-0.21710944,0.04706962,5.0724354,2.2522068,-3.8801837946858817,2.2626472,1.178771,17.5209,-12.110641,29.631542,1.4156902,0.66455054,26.745718,5.171626,0.681785968004578,5.361893,3.7146363,1
9.67058,-51.659195,61.329773,-8.717587,-7.2390137,125.14745,11.186933,-1.4826303248947617,14.182517,7.9974475,7.551332,-18.870733,26.422066,-0.1618783,-0.059935365,6.077827,2.4653249,-3.485387106606598,2.470634,1.2951138,22.07042,-14.905838,36.976257,1.3909459,0.27677447,41.63112,6.452218,0.7240137114072681,6.600443,4.6618576,1
5.180577,-49.665413,54.84599,-8.138611,-5.7568336,116.26122,10.78245,-1.422196238674083,13.50919,8.235751,6.388924,-18.75637,25.145294,-0.8576008,-0.23607409,7.2615566,2.6947277,-3.042696227200236,2.827903,1.5812185,24.149117,-17.991238,42.140354,2.4087346,1.1282113,46.780952,6.83966,1.044736105788914,7.2514105,4.6682453,1
4.3367815,-48.67636,53.01314,-8.335885,-6.8364186,122.34416,11.060929,-1.5281008662885005,13.850312,8.0723295,2.6613607,-14.795877,17.457237,-0.65711415,-0.14093941,4.552614,2.1336856,-3.6310319205897845,2.23258,1.2435678,26.574928,-11.347797,37.922726,2.5654118,1.3793142,38.24197,6.184009,1.0582601219395815,6.6950207,4.434798,1
6.047544,-50.796913,56.844456,-8.553057,-7.6522746,115.96557,10.768731,-1.5122679866147488,13.752104,7.747468,6.5893574,-26.202517,32.791874,-0.9596884,-0.25521177,12.873459,3.5879602,-4.567353627711811,3.7140896,1.7501447,20.150826,-12.987831,33.138657,1.6101573,0.44959757,35.142952,5.928149,0.7717046681217138,6.1429276,4.271509,1
9.409642,-48.491512,57.901154,-8.451121,-6.166502,144.26425,12.011005,-1.3156834513504783,14.686241,9.070342,7.8030787,-14.920029,22.723106,-0.38308308,-0.16870667,5.000053,2.23608,-2.57994819382314,2.2686572,1.251773,23.42597,-13.368191,36.79416,1.4054577,0.7584578,32.09984,5.665672,0.709639106548153,5.837393,4.140455,1
5.5933585,-45.31217,50.905525,-8.791374,-8.0632305,106.475876,10.318715,-1.3151021839142172,13.555963,7.509056,5.8659716,-22.16935,28.03532,-1.0788698,-0.5237309,9.61833,3.1013432,-3.5757697186795174,3.28364,1.736039,22.405617,-15.073175,37.47879,2.1815495,1.6930393,34.58568,5.880959,0.4281129707827185,6.2725463,4.195949,1
5.563915,-47.60052,53.164436,-9.053282,-7.4782014,128.2797,11.326062,-1.404628179708051,14.499711,8.288128,4.8557973,-9.812245,14.668043,-0.07873691,0.19458786,3.046575,1.745444,-1.8588254930651091,1.7472191,1.1667758,17.91578,-12.839879,30.755657,1.5796856,0.7188951,27.397446,5.2342567,0.37416083279782825,5.4674354,3.939681,1
-5.876031,-11.702559,5.8265285,-8.414057,-8.168491,1.4514933,1.2047794,-0.42122903970280173,8.499872,0.99258184,3.0292807,-8.534892,11.564173,-4.555926,-4.85933,3.8986382,1.974497,1.3891464900267516,4.9653897,1.3913413,4.990098,-3.953773,8.943871,-0.41305608,-0.76773846,4.16706,2.0413377,0.6473489071317059,2.0827086,1.6932192,0
-5.780754,-12.168825,6.388071,-8.55269,-8.163469,1.8241888,1.3506254,-0.6515105881064442,8.658677,1.1052083,-0.61781025,-7.424501,6.8066907,-4.5510883,-4.5589647,1.6075745,1.2679015,0.16692451638407296,4.724403,0.9834597,4.9130683,-4.4170446,9.330112,-0.77026373,-1.6199088,4.501255,2.1216161,0.8656720175540193,2.2571135,1.764696,0
-6.0769877,-12.734529,6.657541,-8.708338,-8.442092,1.9380723,1.3921467,-0.7508418915245496,8.8189125,1.0707791,-1.1335329,-6.737639,5.604106,-4.0144444,-3.951887,1.3760469,1.1730503,-0.08214565103869152,4.1823215,0.95759994,5.4821696,-4.4459047,9.928074,-0.8046523,-1.5152764,4.6989965,2.167717,0.8834876624498617,2.3122418,1.7845376,0
